0.006, 2.810
0.011, 0.656
0.017, 1.253
0.022, 1.253
0.028, 2.241
0.033, 1.199
0.039, 2.328
0.044, 0.595
0.050, 1.405
0.056, 2.630
0.061, 1.701
0.067, 1.834
0.072, 0.254
0.078, 0.576
0.083, 2.119
0.089, 1.420
0.094, 0.986
0.100, 0.606
0.106, 1.461
0.111, 1.177
0.117, 1.206
0.122, 1.875
0.128, 1.879
0.133, 0.609
0.139, 0.233
0.144, 0.320
0.150, 1.376
0.156, 1.109
0.161, 1.123
0.167, 0.738
0.172, 0.296
0.178, 0.377
0.183, 0.447
0.189, 0.224
0.194, 0.337
0.200, 0.351
0.206, 0.586
0.211, 0.350
0.217, 0.276
0.222, 0.234
0.228, 0.231
0.233, 0.139
0.239, 0.453
0.244, 0.363
0.250, 0.529
0.256, 0.475
0.261, 0.191
0.267, 0.490
0.272, 0.161
0.278, 0.402
0.283, 0.276
0.289, 0.272
0.294, 0.162
0.300, 0.487
0.306, 0.075
0.311, 0.702
0.317, 0.078
0.322, 0.261
0.328, 0.195
0.333, 0.561
0.339, 0.138
0.344, 0.527
0.350, 0.208
0.356, 0.334
0.361, 0.325
0.367, 0.407
0.372, 0.101
0.378, 0.156
0.383, 0.093
0.389, 0.376
0.394, 0.448
0.400, 0.495
0.406, 0.526
0.411, 0.281
0.417, 0.339
0.422, 0.411
0.428, 0.155
0.433, 0.390
0.439, 0.203
0.444, 0.135
0.450, 0.327
0.456, 0.012
0.461, 0.341
0.467, 0.202
0.472, 0.547
0.478, 0.274
0.483, 0.215
0.489, 0.339
0.494, 0.187
0.500, 0.255
0.506, 0.190
0.511, 0.335
0.517, 0.209
0.522, 0.277
0.528, 0.545
0.533, 0.201
0.539, 0.335
0.544, 0.017
0.550, 0.329
0.556, 0.135
0.561, 0.213
0.567, 0.388
0.572, 0.155
0.578, 0.414
0.583, 0.334
0.589, 0.286
0.594, 0.524
0.600, 0.494
0.606, 0.441
0.611, 0.369
0.617, 0.093
0.622, 0.152
0.628, 0.101
0.633, 0.405
0.639, 0.326
0.644, 0.334
0.650, 0.208
0.656, 0.526
0.661, 0.134
0.667, 0.563
0.672, 0.190
0.678, 0.265
0.683, 0.074
0.689, 0.701
0.694, 0.078
0.700, 0.485
0.706, 0.160
0.711, 0.270
0.717, 0.270
0.722, 0.401
0.728, 0.159
0.733, 0.494
0.739, 0.192
0.744, 0.475
0.750, 0.525
0.756, 0.362
0.761, 0.453
0.767, 0.139
0.772, 0.234
0.778, 0.235
0.783, 0.281
0.789, 0.352
0.794, 0.591
0.800, 0.346
0.806, 0.343
0.811, 0.224
0.817, 0.448
0.822, 0.375
0.828, 0.298
0.833, 0.738
0.839, 1.123
0.844, 1.115
0.850, 1.375
0.856, 0.331
0.861, 0.237
0.867, 0.606
0.872, 1.881
0.878, 1.870
0.883, 1.208
0.889, 1.166
0.894, 1.455
0.900, 0.607
0.906, 0.983
0.911, 1.429
0.917, 2.119
0.922, 0.572
0.928, 0.250
0.933, 1.838
0.939, 1.684
0.944, 2.645
0.950, 1.402
0.956, 0.599
0.961, 2.319
0.967, 1.193
0.972, 2.242
0.978, 1.233
0.983, 1.249
0.989, 0.659
0.994, 2.799
