0.00, 23.73
1.00, 23.70
2.00, 23.70
3.00, 23.70
4.00, 23.70
5.00, 23.73
6.00, 23.70
7.00, 24.23
8.00, 24.30
9.00, 24.46
10.00, 24.62
11.00, 24.74
12.00, 24.83
13.00, 24.87
14.00, 24.94
15.00, 24.99
16.00, 25.03
17.00, 25.08
18.00, 25.08
19.00, 25.06
20.00, 25.10
21.00, 25.15
22.00, 25.22
23.00, 25.24
24.00, 25.26
25.00, 25.29
26.00, 25.29
27.00, 25.31
28.00, 25.38
29.00, 25.36
30.00, 25.40
31.00, 25.45
32.00, 25.45
33.00, 25.45
34.00, 25.47
35.00, 25.47
36.00, 25.52
37.00, 25.82
38.00, 25.59
39.00, 26.10
40.00, 26.19
41.00, 25.70
42.00, 25.63
43.00, 25.70
44.00, 25.54
45.00, 25.54
46.00, 25.63
47.00, 25.72
48.00, 25.68
49.00, 25.86
50.00, 26.05
51.00, 26.12
52.00, 26.24
53.00, 25.70
54.00, 25.75
55.00, 26.31
56.00, 26.21
57.00, 26.45
58.00, 25.89
59.00, 25.79
60.00, 25.89
61.00, 26.17
62.00, 26.14
63.00, 26.35
64.00, 26.10
65.00, 26.10
66.00, 26.12
67.00, 26.07
68.00, 26.10
69.00, 26.07
70.00, 26.05
71.00, 26.03
72.00, 26.00
73.00, 26.03
74.00, 26.12
75.00, 26.21
76.00, 25.98
77.00, 26.14
78.00, 26.33
79.00, 26.21
80.00, 26.10
81.00, 26.07
82.00, 26.28
83.00, 26.07
84.00, 25.89
85.00, 25.72
86.00, 25.40
87.00, 25.72
88.00, 25.72
89.00, 25.72
90.00, 25.72
91.00, 25.68
92.00, 25.66
93.00, 25.63
94.00, 25.61
95.00, 25.59
96.00, 25.54
97.00, 25.52
98.00, 25.49
99.00, 25.47
100.00, 25.47
101.00, 25.45
102.00, 25.42
103.00, 25.40
104.00, 25.38
105.00, 25.38
106.00, 25.36
107.00, 25.33
108.00, 25.31
109.00, 25.29
110.00, 25.26
111.00, 25.24
112.00, 25.22
113.00, 25.22
114.00, 25.20
115.00, 25.20
116.00, 25.15
117.00, 25.15
118.00, 25.13
119.00, 25.10
120.00, 25.08
121.00, 25.08
122.00, 25.06
123.00, 25.06
124.00, 25.03
125.00, 25.01
126.00, 25.01
127.00, 24.99
128.00, 24.97
129.00, 24.94
130.00, 24.92
131.00, 24.92
132.00, 24.90
133.00, 24.87
134.00, 24.87
135.00, 24.85
136.00, 24.85
137.00, 24.83
138.00, 24.81
139.00, 24.81
140.00, 24.78
141.00, 24.78
142.00, 24.76
143.00, 24.76
144.00, 24.76
145.00, 24.74
146.00, 24.71
147.00, 24.71
148.00, 24.69
149.00, 24.69
150.00, 24.67
151.00, 24.67
152.00, 24.67
153.00, 24.67
154.00, 24.64
155.00, 24.64
156.00, 24.64
157.00, 24.62
158.00, 24.62
159.00, 24.62
160.00, 24.60
161.00, 24.60
162.00, 24.60
163.00, 24.60
164.00, 24.58
165.00, 24.58
166.00, 24.58
167.00, 24.58
168.00, 24.55
169.00, 24.55
170.00, 24.53
171.00, 24.53
172.00, 24.53
173.00, 24.53
174.00, 24.51
175.00, 24.51
176.00, 24.48
177.00, 24.48
178.00, 24.46
179.00, 24.44
