0.006, 73.143
0.011, 18.387
0.017, 8.497
0.022, 10.972
0.028, 6.684
0.033, 7.888
0.039, 4.764
0.044, 8.134
0.050, 6.496
0.056, 2.551
0.061, 3.804
0.067, 3.463
0.072, 6.749
0.078, 3.433
0.083, 1.313
0.089, 1.454
0.094, 3.334
0.100, 2.099
0.106, 0.293
0.111, 0.536
0.117, 2.831
0.122, 2.814
0.128, 1.060
0.133, 0.791
0.139, 1.335
0.144, 0.803
0.150, 2.202
0.156, 2.452
0.161, 1.685
0.167, 2.449
0.172, 2.487
0.178, 2.083
0.183, 2.797
0.189, 3.318
0.194, 1.077
0.200, 1.072
0.206, 1.111
0.211, 1.779
0.217, 0.445
0.222, 2.033
0.228, 2.163
0.233, 0.604
0.239, 1.164
0.244, 1.060
0.250, 1.559
0.256, 0.988
0.261, 1.333
0.267, 1.319
0.272, 0.546
0.278, 0.411
0.283, 0.695
0.289, 1.063
0.294, 0.770
0.300, 0.147
0.306, 0.371
0.311, 1.555
0.317, 1.496
0.322, 0.420
0.328, 0.527
0.333, 1.589
0.339, 2.423
0.344, 1.592
0.350, 0.373
0.356, 0.942
0.361, 1.198
0.367, 0.156
0.372, 1.544
0.378, 1.294
0.383, 0.173
0.389, 0.489
0.394, 1.913
0.400, 1.730
0.406, 0.734
0.411, 0.177
0.417, 0.627
0.422, 1.009
0.428, 0.757
0.433, 0.741
0.439, 0.726
0.444, 0.970
0.450, 0.820
0.456, 0.557
0.461, 1.007
0.467, 1.258
0.472, 0.379
0.478, 0.645
0.483, 0.965
0.489, 0.485
0.494, 0.876
0.500, 1.964
0.506, 0.877
0.511, 0.481
0.517, 0.969
0.522, 0.645
0.528, 0.383
0.533, 1.264
0.539, 1.013
0.544, 0.561
0.550, 0.825
0.556, 0.972
0.561, 0.717
0.567, 0.738
0.572, 0.756
0.578, 1.014
0.583, 0.626
0.589, 0.176
0.594, 0.733
0.600, 1.727
0.606, 1.920
0.611, 0.495
0.617, 0.175
0.622, 1.303
0.628, 1.545
0.633, 0.156
0.639, 1.198
0.644, 0.942
0.650, 0.370
0.656, 1.588
0.661, 2.427
0.667, 1.597
0.672, 0.523
0.678, 0.416
0.683, 1.492
0.689, 1.554
0.694, 0.371
0.700, 0.145
0.706, 0.764
0.711, 1.055
0.717, 0.700
0.722, 0.414
0.728, 0.544
0.733, 1.314
0.739, 1.334
0.744, 0.988
0.750, 1.558
0.756, 1.062
0.761, 1.165
0.767, 0.605
0.772, 2.162
0.778, 2.033
0.783, 0.439
0.789, 1.781
0.794, 1.114
0.800, 1.076
0.806, 1.073
0.811, 3.321
0.817, 2.797
0.822, 2.084
0.828, 2.494
0.833, 2.454
0.839, 1.686
0.844, 2.445
0.850, 2.206
0.856, 0.808
0.861, 1.334
0.867, 0.794
0.872, 1.060
0.878, 2.807
0.883, 2.835
0.889, 0.541
0.894, 0.301
0.900, 2.096
0.906, 3.338
0.911, 1.446
0.917, 1.313
0.922, 3.430
0.928, 6.754
0.933, 3.458
0.939, 3.820
0.944, 2.575
0.950, 6.496
0.956, 8.127
0.961, 4.769
0.967, 7.897
0.972, 6.693
0.978, 10.985
0.983, 8.492
0.989, 18.385
0.994, 73.153
